index,event_ts,event_id,info,event_tags,attrib_type,attrib_value,attrib_ts,attrib_tags
165,2021-04-06 19:59:12+00:00,270814,phishing domain - fvhuw.com,TELUS_TI|Smishing|7726_sms|Suspicious|tid: 943288,text,Urgent: Your auto policy fvhuw.com is expired. Update Now,2021-04-01 13:57:16+00:00,TELUS_TI|Smishing|7726_sms
166,2021-04-06 19:59:12+00:00,270814,phishing domain - fvhuw.com,TELUS_TI|Smishing|7726_sms|Suspicious|tid: 943288,text,Pending: Your car policy fvhuw.com is expired. Update Now,2021-04-01 14:07:31+00:00,TELUS_TI|Smishing|7726_sms
166,2021-04-08 03:57:04+00:00,270822,phishing domain - ibujom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,,,,
167,2021-04-08 03:57:04+00:00,270822,phishing domain - ibujom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,domain,ibujom.me,2021-04-01 14:11:43+00:00,TELUS_TI|Smishing|cloudmark_sms
168,2021-04-08 03:57:04+00:00,270822,phishing domain - ibujom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://ibujom.me/p_XzI04,2021-04-06 19:02:55+00:00,TELUS_TI|Smishing|cloudmark_sms|moose
169,2021-04-08 03:57:04+00:00,270822,phishing domain - ibujom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/p_XzI04,2021-04-01 14:11:44+00:00,TELUS_TI|Smishing|cloudmark_sms
170,2021-04-08 03:57:04+00:00,270822,phishing domain - ibujom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,Hello Praveen. Your product lPS_16477069121 is withheld in the imports warehouse . Please visit the website to get your order: ibujom.me/p_XzI04,2021-04-01 14:11:44+00:00,TELUS_TI|Smishing|cloudmark_sms
171,2021-04-08 03:57:04+00:00,270822,phishing domain - ibujom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://ibujom.me/1lu19OO,2021-04-06 19:02:55+00:00,TELUS_TI|Smishing|cloudmark_sms|moose
172,2021-04-08 03:57:04+00:00,270822,phishing domain - ibujom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/1lu19OO,2021-04-01 14:11:46+00:00,TELUS_TI|Smishing|cloudmark_sms
173,2021-04-08 03:57:04+00:00,270822,phishing domain - ibujom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,Hey Karen. The order lPS_16138032800 is withheld in the customs central . Please visit our system to find your product: ibujom.me/1lu19OO,2021-04-01 14:11:46+00:00,TELUS_TI|Smishing|cloudmark_sms
174,2021-04-08 03:57:04+00:00,270822,phishing domain - ibujom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://ibujom.me/_i6_dbn,2021-04-06 19:02:55+00:00,TELUS_TI|Smishing|cloudmark_sms|moose
175,2021-04-08 03:57:04+00:00,270822,phishing domain - ibujom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/_i6_dbn,2021-04-01 14:16:22+00:00,TELUS_TI|Smishing|cloudmark_sms
176,2021-04-08 03:57:04+00:00,270822,phishing domain - ibujom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,hey Morgan  Your order lPS_15197096221 is withheld in the customs center . Please visit our website to find your item: ibujom.me/_i6_dbn,2021-04-01 14:16:22+00:00,TELUS_TI|Smishing|cloudmark_sms
177,2021-04-08 03:57:04+00:00,270822,phishing domain - ibujom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://ibujom.me/Kb6u8_q,2021-04-06 19:02:56+00:00,TELUS_TI|Smishing|7726_sms|moose
178,2021-04-08 03:57:04+00:00,270822,phishing domain - ibujom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/Kb6u8_q,2021-04-01 14:16:48+00:00,TELUS_TI|Smishing|7726_sms
179,2021-04-08 03:57:04+00:00,270822,phishing domain - ibujom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,Att: Meredith  A product lPS_12047924474 is detained in the customs department . Please visit the website to receieve your item: ibujom.me/Kb6u8_q,2021-04-01 14:16:48+00:00,TELUS_TI|Smishing|7726_sms
180,2021-04-08 03:57:04+00:00,270822,phishing domain - ibujom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://ibujom.me/pMLBL_g,2021-04-06 19:02:56+00:00,TELUS_TI|Smishing|7726_sms|moose
181,2021-04-08 03:57:04+00:00,270822,phishing domain - ibujom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/pMLBL_g,2021-04-01 14:16:50+00:00,TELUS_TI|Smishing|7726_sms
182,2021-04-08 03:57:04+00:00,270822,phishing domain - ibujom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,"hey Pat, Your product lPS_14036501255 is held in the distribution central . Visit the web to receieve your order: ibujom.me/pMLBL_g",2021-04-01 14:16:50+00:00,TELUS_TI|Smishing|7726_sms
183,2021-04-08 03:57:04+00:00,270822,phishing domain - ibujom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://ibujom.me/W5It-yY,2021-04-06 19:02:56+00:00,TELUS_TI|Smishing|7726_sms|moose
184,2021-04-08 03:57:04+00:00,270822,phishing domain - ibujom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/W5It-yY,2021-04-01 14:16:51+00:00,TELUS_TI|Smishing|7726_sms
185,2021-04-08 03:57:04+00:00,270822,phishing domain - ibujom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,Hi Melissa: The product lPS_14182918445 is held in the customs department . Go to the system to get your product: ibujom.me/W5It-yY,2021-04-01 14:16:52+00:00,TELUS_TI|Smishing|7726_sms
186,2021-04-08 03:57:04+00:00,270822,phishing domain - ibujom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://ibujom.me/4o_PEzb,2021-04-06 19:02:56+00:00,TELUS_TI|Smishing|7726_sms|moose
187,2021-04-08 03:57:04+00:00,270822,phishing domain - ibujom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/4o_PEzb,2021-04-01 14:16:53+00:00,TELUS_TI|Smishing|7726_sms
188,2021-04-08 03:57:04+00:00,270822,phishing domain - ibujom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,Hi Mark: A item lPS_13067509930 is withheld in the imports warehouse . Go to the website to get your order: ibujom.me/4o_PEzb,2021-04-01 14:16:54+00:00,TELUS_TI|Smishing|7726_sms
189,2021-04-08 03:57:04+00:00,270822,phishing domain - ibujom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://ibujom.me/IEad1Yj,2021-04-06 19:02:57+00:00,TELUS_TI|Smishing|7726_sms|moose
190,2021-04-08 03:57:04+00:00,270822,phishing domain - ibujom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/IEad1Yj,2021-04-01 14:16:55+00:00,TELUS_TI|Smishing|7726_sms
191,2021-04-08 03:57:04+00:00,270822,phishing domain - ibujom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,hi   The product lPS_14166665464 is held in the duty department . Go to our system to find your product: ibujom.me/IEad1Yj,2021-04-01 14:16:56+00:00,TELUS_TI|Smishing|7726_sms
192,2021-04-08 03:57:04+00:00,270822,phishing domain - ibujom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://ibujom.me/k52BCHp,2021-04-06 19:02:57+00:00,TELUS_TI|Smishing|cloudmark_sms|moose
193,2021-04-08 03:57:04+00:00,270822,phishing domain - ibujom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/k52BCHp,2021-04-01 14:21:32+00:00,TELUS_TI|Smishing|cloudmark_sms
194,2021-04-08 03:57:04+00:00,270822,phishing domain - ibujom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,Hey Nath: Your item lPS_15064265432 is detained in the duty central . Please visit the site to get your order: ibujom.me/k52BCHp,2021-04-01 14:21:33+00:00,TELUS_TI|Smishing|cloudmark_sms
195,2021-04-08 03:57:04+00:00,270822,phishing domain - ibujom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://ibujom.me/mNVDXTL,2021-04-06 19:02:57+00:00,TELUS_TI|Smishing|7726_sms|moose
196,2021-04-08 03:57:04+00:00,270822,phishing domain - ibujom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/mNVDXTL,2021-04-01 14:22:07+00:00,TELUS_TI|Smishing|7726_sms
197,2021-04-08 03:57:04+00:00,270822,phishing domain - ibujom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,hey Sacha. Your product lPS_14038163976 is held in the imports warehouse . Please visit our web to find your order: ibujom.me/mNVDXTL,2021-04-01 14:22:07+00:00,TELUS_TI|Smishing|7726_sms
198,2021-04-08 03:57:04+00:00,270822,phishing domain - ibujom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://ibujom.me/loMo8JP,2021-04-06 19:02:58+00:00,TELUS_TI|Smishing|7726_sms|moose
199,2021-04-08 03:57:04+00:00,270822,phishing domain - ibujom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/loMo8JP,2021-04-01 14:32:29+00:00,TELUS_TI|Smishing|7726_sms
200,2021-04-08 03:57:04+00:00,270822,phishing domain - ibujom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,"Hey Martial, A product lPS_14508359581 is held in the distribution central . Visit our link to find your item: ibujom.me/loMo8JP",2021-04-01 14:32:30+00:00,TELUS_TI|Smishing|7726_sms
201,2021-04-08 03:57:04+00:00,270822,phishing domain - ibujom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://ibujom.me/ZdEhVNg,2021-04-06 19:02:58+00:00,TELUS_TI|Smishing|7726_sms|moose
202,2021-04-08 03:57:04+00:00,270822,phishing domain - ibujom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/ZdEhVNg,2021-04-01 15:16:54+00:00,TELUS_TI|Smishing|7726_sms
203,2021-04-08 03:57:04+00:00,270822,phishing domain - ibujom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,Hello Charles  A order lPS_15199099075 is held in the customs center . Visit the site to get your order: ibujom.me/ZdEhVNg,2021-04-01 15:16:55+00:00,TELUS_TI|Smishing|7726_sms
204,2021-04-08 03:57:04+00:00,270822,phishing domain - ibujom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://ibujom.me/359scfI,2021-04-06 19:02:58+00:00,TELUS_TI|Smishing|7726_sms|moose
205,2021-04-08 03:57:04+00:00,270822,phishing domain - ibujom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/359scfI,2021-04-01 16:17:30+00:00,TELUS_TI|Smishing|7726_sms
206,2021-04-08 03:57:04+00:00,270822,phishing domain - ibujom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,hello Charlene  Your order lPS_17059752062 is held in the distribution central . Please visit our website to receieve your order: ibujom.me/359scfI,2021-04-01 16:17:31+00:00,TELUS_TI|Smishing|7726_sms
207,2021-04-08 03:57:04+00:00,270822,phishing domain - ibujom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://ibujom.me/wVMLB8y,2021-04-06 19:02:59+00:00,TELUS_TI|Smishing|7726_sms|moose
208,2021-04-08 03:57:04+00:00,270822,phishing domain - ibujom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/wVMLB8y,2021-04-01 16:37:16+00:00,TELUS_TI|Smishing|7726_sms
209,2021-04-08 03:57:04+00:00,270822,phishing domain - ibujom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,Hey Forrest: The product lPS_17802283806 is held in the imports department . Please visit our system to find your product: ibujom.me/wVMLB8y,2021-04-01 16:37:16+00:00,TELUS_TI|Smishing|7726_sms
210,2021-04-08 03:57:04+00:00,270822,phishing domain - ibujom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://ibujom.me/E8IWHGD,2021-04-08 03:57:04+00:00,TELUS_TI|Smishing|7726_sms|moose
211,2021-04-08 03:57:04+00:00,270822,phishing domain - ibujom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/E8IWHGD,2021-04-08 03:38:42+00:00,TELUS_TI|Smishing|7726_sms
212,2021-04-08 03:57:04+00:00,270822,phishing domain - ibujom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,"Dear Russell, A item lPS_16047450033 is held in the customs warehouse . Please visit the website to find your product: ibujom.me/E8IWHGD",2021-04-08 03:38:43+00:00,TELUS_TI|Smishing|7726_sms
212,2021-04-05 14:56:25+00:00,270831,phishing domain - grbchl.net,TELUS_TI|Smishing|cloudmark_sms|brand: rbc|sector: fi|Validated Threat|tid: 943288,,,,
213,2021-04-05 14:56:25+00:00,270831,phishing domain - grbchl.net,TELUS_TI|Smishing|cloudmark_sms|brand: rbc|sector: fi|Validated Threat|tid: 943288,domain,grbchl.net,2021-04-01 14:16:16+00:00,TELUS_TI|Smishing|cloudmark_sms
214,2021-04-05 14:56:25+00:00,270831,phishing domain - grbchl.net,TELUS_TI|Smishing|cloudmark_sms|brand: rbc|sector: fi|Validated Threat|tid: 943288,url,http://grbchl.net/ZVJK,2021-04-05 14:56:25+00:00,TELUS_TI|Smishing|cloudmark_sms|moose
215,2021-04-05 14:56:25+00:00,270831,phishing domain - grbchl.net,TELUS_TI|Smishing|cloudmark_sms|brand: rbc|sector: fi|Validated Threat|tid: 943288,uri,/ZVJK,2021-04-01 14:16:18+00:00,TELUS_TI|Smishing|cloudmark_sms
216,2021-04-05 14:56:25+00:00,270831,phishing domain - grbchl.net,TELUS_TI|Smishing|cloudmark_sms|brand: rbc|sector: fi|Validated Threat|tid: 943288,text,Thank you for being amazing Dhamodharan Grab something to eat on us this week with this next time you get hungry! grbchl.net/ZVJK txt stop to optout,2021-04-01 14:16:18+00:00,TELUS_TI|Smishing|cloudmark_sms
216,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,,,,
217,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,domain,eziril.me,2021-04-01 14:21:23+00:00,TELUS_TI|Smishing|cloudmark_sms
218,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://eziril.me/o1QF14T,2021-04-06 20:00:28+00:00,TELUS_TI|Smishing|cloudmark_sms|moose
219,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/o1QF14T,2021-04-01 14:21:24+00:00,TELUS_TI|Smishing|cloudmark_sms
220,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,Hello Seck. Your order lPS_14388238257 is withheld in the imports central . Please visit the website to get your product: eziril.me/o1QF14T,2021-04-01 14:21:25+00:00,TELUS_TI|Smishing|cloudmark_sms
221,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://eziril.me/wN-TrHK,2021-04-06 20:00:28+00:00,TELUS_TI|Smishing|cloudmark_sms|moose
222,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/wN-TrHK,2021-04-01 14:21:26+00:00,TELUS_TI|Smishing|cloudmark_sms
223,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,Hey : Your item lPS_17058224416 is detained in the imports warehouse . Please visit our web to get your item: eziril.me/wN-TrHK,2021-04-01 14:21:27+00:00,TELUS_TI|Smishing|cloudmark_sms
224,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://eziril.me/V76AKyu,2021-04-06 20:00:29+00:00,TELUS_TI|Smishing|cloudmark_sms|moose
225,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/V76AKyu,2021-04-01 14:21:28+00:00,TELUS_TI|Smishing|cloudmark_sms
226,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,"Hey Centon, A product lPS_17809344623 is detained in the distribution warehouse . Visit our web to find your item: eziril.me/V76AKyu",2021-04-01 14:21:29+00:00,TELUS_TI|Smishing|cloudmark_sms
227,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://eziril.me/UDRkm8s,2021-04-06 20:00:29+00:00,TELUS_TI|Smishing|cloudmark_sms|moose
228,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/UDRkm8s,2021-04-01 14:21:30+00:00,TELUS_TI|Smishing|cloudmark_sms
229,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,Hey Tara. The order lPS_14039016884 is detained in the shipping center . Please visit our website to receieve your product: eziril.me/UDRkm8s,2021-04-01 14:21:30+00:00,TELUS_TI|Smishing|cloudmark_sms
230,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://eziril.me/fQSEn21,2021-04-06 20:00:29+00:00,TELUS_TI|Smishing|cloudmark_sms|moose
231,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/fQSEn21,2021-04-01 14:26:38+00:00,TELUS_TI|Smishing|cloudmark_sms
232,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,Dear David: The product lPS_12506825180 is held in the shipping warehouse . Please visit the web to find your order: eziril.me/fQSEn21,2021-04-01 14:26:39+00:00,TELUS_TI|Smishing|cloudmark_sms
233,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://eziril.me/CQFSYIv,2021-04-06 20:00:30+00:00,TELUS_TI|Smishing|7726_sms|moose
234,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/CQFSYIv,2021-04-01 14:27:30+00:00,TELUS_TI|Smishing|7726_sms
235,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,Att: Anastasia. The order lPS_17053057708 is detained in the duty warehouse . Visit our site to get your product: eziril.me/CQFSYIv,2021-04-01 14:27:31+00:00,TELUS_TI|Smishing|7726_sms
236,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://eziril.me/QJAOFSh,2021-04-06 20:00:30+00:00,TELUS_TI|Smishing|7726_sms|moose
237,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/QJAOFSh,2021-04-01 14:27:32+00:00,TELUS_TI|Smishing|7726_sms
238,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,Hey Peter. The order lPS_17806682242 is detained in the distribution warehouse . Please visit our web to get your order: eziril.me/QJAOFSh,2021-04-01 14:27:32+00:00,TELUS_TI|Smishing|7726_sms
239,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://eziril.me/32CosFZ,2021-04-06 20:00:31+00:00,TELUS_TI|Smishing|7726_sms|moose
240,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/32CosFZ,2021-04-01 14:27:34+00:00,TELUS_TI|Smishing|7726_sms
241,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,Hello Shawn. The item lPS_12894072006 is held in the customs department . Please visit our link to find your product: eziril.me/32CosFZ,2021-04-01 14:27:34+00:00,TELUS_TI|Smishing|7726_sms
242,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://eziril.me/g3GjkRX,2021-04-06 20:00:31+00:00,TELUS_TI|Smishing|7726_sms|moose
243,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/g3GjkRX,2021-04-01 14:27:35+00:00,TELUS_TI|Smishing|7726_sms
244,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,Hi Liam. Your item lPS_12503089113 is held in the customs center . Please visit the web to get your item: eziril.me/g3GjkRX,2021-04-01 14:27:36+00:00,TELUS_TI|Smishing|7726_sms
245,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://eziril.me/ZeCHUCb,2021-04-06 20:00:31+00:00,TELUS_TI|Smishing|7726_sms|moose
246,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/ZeCHUCb,2021-04-01 14:27:37+00:00,TELUS_TI|Smishing|7726_sms
247,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,"hello Rob, Your item lPS_16134535897 is held in the shipping department . Please visit the web to receieve your item: eziril.me/ZeCHUCb",2021-04-01 14:27:38+00:00,TELUS_TI|Smishing|7726_sms
248,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://eziril.me/dZxuQ4m,2021-04-06 20:00:31+00:00,TELUS_TI|Smishing|7726_sms|moose
249,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/dZxuQ4m,2021-04-01 14:32:12+00:00,TELUS_TI|Smishing|7726_sms
250,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,Dear Marcus: The order lPS_12503065572 is withheld in the distribution center . Please visit the web to find your product: eziril.me/dZxuQ4m,2021-04-01 14:32:12+00:00,TELUS_TI|Smishing|7726_sms
251,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://eziril.me/qK4IKod,2021-04-06 20:00:32+00:00,TELUS_TI|Smishing|7726_sms|moose
252,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/qK4IKod,2021-04-01 14:32:14+00:00,TELUS_TI|Smishing|7726_sms
253,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,hi Kevin  Your item lPS_17788860575 is withheld in the shipping center . Please visit our web to find your product: eziril.me/qK4IKod,2021-04-01 14:32:14+00:00,TELUS_TI|Smishing|7726_sms
254,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://eziril.me/KZSX-A6,2021-04-06 20:00:32+00:00,TELUS_TI|Smishing|7726_sms|moose
255,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/KZSX-A6,2021-04-01 14:32:16+00:00,TELUS_TI|Smishing|7726_sms
